pre_16_r,pre_16_tot,rrc_16_r,rrc_16_tot,SD,HD
758,1050,753,1001,2.0,112.0
945,1848,967,1767,15.0,148.0
166,1493,179,1437,15.0,139.0
585,1017,566,975,1.0,7.0
165,250,166,244,2.0,8.0
827,1903,880,1783,12.0,115.0
454,525,426,495,1.0,62.0
412,495,379,457,1.0,62.0
193,290,178,257,1.0,62.0
175,229,169,220,1.0,62.0
792,1498,790,1428,30.0,64.0
1802,2774,1972,2705,30.0,106.0
563,1872,615,1811,12.0,65.0
94,433,98,420,17.0,76.0
416,1826,436,1792,18.0,76.0
1415,1939,1414,1871,11.0,24.0
1646,2571,1601,2411,11.0,24.0
1831,2363,1867,2273,11.0,24.0
2603,3145,2547,3032,30.0,62.0
2912,3789,2983,3694,7.0,130.0
1064,1648,1134,1534,17.0,133.0
1522,2428,1646,2208,7.0,133.0
1080,1595,1186,1468,17.0,133.0
712,1841,753,1711,17.0,137.0
690,1523,734,1406,17.0,133.0
1580,2252,1644,2203,4.0,127.0
237,1201,253,1118,6.0,140.0
500,2213,515,2095,17.0,131.0
617,2026,645,1898,13.0,146.0
495,1152,523,1034,15.0,137.0
714,1544,781,1350,15.0,137.0
66,156,75,141,15.0,146.0
1443,2407,1581,2232,7.0,133.0
235,1015,220,940,6.0,140.0
303,856,286,820,6.0,144.0
232,670,238,627,6.0,144.0
23,205,23,197,13.0,147.0
875,2003,1069,1797,15.0,134.0
904,1831,1126,1655,15.0,134.0
719,1591,852,1424,15.0,134.0
40,128,40,125,6.0,147.0
337,887,334,816,6.0,147.0
278,784,276,726,6.0,144.0
816,2559,829,2370,6.0,144.0
237,916,226,846,6.0,140.0
273,1419,292,1345,15.0,140.0
1330,2092,1373,2001,7.0,126.0
490,1068,498,1023,7.0,148.0
231,862,278,749,6.0,147.0
494,904,517,841,7.0,138.0
396,1142,487,1017,15.0,145.0
0,0,0,0,13.0,147.0
0,0,0,0,13.0,147.0
159,713,159,647,6.0,147.0
19,553,13,537,13.0,142.0
1429,2104,1569,1957,7.0,133.0
281,1110,273,989,6.0,147.0
181,347,182,318,6.0,143.0
375,1466,377,1316,6.0,145.0
79,409,77,356,6.0,144.0
131,421,125,398,6.0,143.0
1059,1553,1171,1473,17.0,138.0
1314,2349,1408,2139,17.0,133.0
920,2164,1179,1894,15.0,134.0
320,803,366,724,13.0,147.0
23,169,25,147,6.0,145.0
2148,2822,2108,2718,4.0,128.0
10,413,8,415,13.0,142.0
620,1717,677,1466,15.0,146.0
18,28,15,22,15.0,148.0
599,974,592,941,11.0,129.0
162,343,161,315,11.0,129.0
903,1550,942,1404,11.0,129.0
303,542,317,509,11.0,129.0
898,1555,913,1438,11.0,129.0
50,314,58,294,13.0,147.0
192,1289,188,1207,13.0,146.0
72,506,67,471,13.0,131.0
112,265,114,243,15.0,138.0
193,756,199,705,6.0,144.0
102,379,101,350,13.0,146.0
30,113,32,108,13.0,146.0
91,1152,84,1112,13.0,146.0
448,995,495,888,15.0,139.0
1890,2589,1950,2491,7.0,138.0
107,1463,98,1401,6.0,147.0
294,1051,292,961,6.0,144.0
188,671,194,622,6.0,144.0
173,591,162,552,6.0,144.0
226,809,218,732,6.0,144.0
1077,1660,1114,1585,7.0,138.0
1117,1806,1166,1706,7.0,138.0
596,1860,594,1737,6.0,147.0
127,651,134,614,6.0,140.0
37,473,31,453,13.0,141.0
19,79,19,75,6.0,140.0
256,1078,251,974,6.0,140.0
99,383,103,347,6.0,140.0
68,242,66,225,6.0,140.0
438,492,412,471,31.0,86.0
56,76,41,70,28.0,69.0
93,113,71,100,28.0,69.0
1227,2466,1268,2331,21.0,45.0
1537,3553,1499,3305,21.0,45.0
282,1046,245,919,20.0,41.0
133,403,124,363,20.0,41.0
167,570,160,503,20.0,41.0
428,1033,408,947,20.0,41.0
185,953,162,838,27.0,40.0
271,1669,249,1451,27.0,39.0
24,68,22,60,27.0,39.0
345,1231,297,1070,27.0,39.0
212,1134,177,954,27.0,39.0
150,591,129,522,27.0,35.0
87,404,72,333,27.0,39.0
147,836,90,650,27.0,39.0
420,1694,355,1462,27.0,39.0
294,1173,269,1043,20.0,41.0
112,713,99,612,20.0,35.0
4,14,1,12,20.0,35.0
259,795,237,726,20.0,41.0
47,290,48,260,27.0,39.0
142,1022,125,864,27.0,39.0
5,20,4,15,20.0,41.0
638,1460,620,1317,20.0,41.0
762,1548,742,1407,20.0,41.0
298,889,264,775,27.0,39.0
449,1213,388,1062,27.0,39.0
142,545,133,482,27.0,39.0
225,1560,208,1390,20.0,36.0
10,34,11,29,20.0,35.0
385,1903,316,1669,20.0,36.0
404,993,411,912,20.0,41.0
292,2375,304,2212,20.0,36.0
366,841,386,776,20.0,41.0
902,1900,825,1689,27.0,39.0
96,224,84,202,20.0,40.0
361,869,315,764,20.0,41.0
594,1623,566,1466,20.0,41.0
139,467,129,420,20.0,41.0
51,205,45,185,20.0,41.0
318,827,325,771,20.0,41.0
325,568,290,511,20.0,36.0
27,212,15,187,20.0,35.0
52,408,35,362,20.0,35.0
0,2,0,2,20.0,36.0
2,6,0,3,20.0,36.0
518,1167,484,1045,20.0,41.0
890,2397,785,2077,20.0,40.0
634,2349,553,2035,20.0,40.0
353,1204,303,1050,20.0,40.0
67,406,57,369,27.0,40.0
248,974,215,834,27.0,40.0
15,85,18,78,27.0,35.0
187,760,149,665,27.0,35.0
203,1482,118,1350,27.0,35.0
85,500,66,454,27.0,35.0
97,510,89,468,27.0,40.0
304,1142,275,1003,20.0,40.0
47,105,32,87,20.0,35.0
336,909,288,802,20.0,40.0
22,39,21,37,20.0,35.0
568,1687,508,1454,27.0,39.0
62,352,43,292,27.0,39.0
126,492,104,421,27.0,39.0
383,1308,308,1097,27.0,39.0
59,392,50,344,27.0,39.0
12,14,9,12,20.0,35.0
148,700,138,622,20.0,41.0
79,286,74,250,20.0,36.0
419,1539,367,1337,20.0,40.0
459,1447,395,1258,20.0,41.0
240,681,212,599,20.0,40.0
1349,1625,1297,1555,22.0,13.0
508,595,477,565,22.0,13.0
825,998,773,951,22.0,13.0
295,346,276,328,28.0,88.0
360,479,318,438,28.0,88.0
1711,2080,1643,1991,22.0,59.0
785,939,744,886,22.0,59.0
169,194,160,182,31.0,72.0
71,245,64,234,3.0,22.0
22,373,16,374,3.0,22.0
38,805,35,799,3.0,22.0
629,938,624,888,3.0,21.0
240,734,216,695,3.0,22.0
436,929,407,883,3.0,22.0
1166,1685,1128,1595,3.0,21.0
813,1269,797,1215,3.0,22.0
63,324,58,310,3.0,22.0
27,729,24,721,3.0,22.0
84,800,76,773,3.0,22.0
323,757,317,724,3.0,22.0
2166,2549,2028,2423,3.0,22.0
503,1329,468,1278,3.0,22.0
201,325,186,302,3.0,22.0
23,205,24,196,3.0,22.0
53,817,48,805,3.0,22.0
21,1151,16,1146,3.0,22.0
56,679,51,659,3.0,22.0
708,1550,673,1511,3.0,22.0
29,60,29,60,4.0,22.0
17,787,15,771,3.0,22.0
107,492,97,480,3.0,22.0
839,976,810,938,10.0,58.0
263,295,252,283,10.0,58.0
646,739,611,697,2.0,4.0
504,628,477,589,2.0,4.0
340,1147,328,1116,2.0,4.0
597,802,567,761,2.0,4.0
177,724,179,712,2.0,4.0
661,1029,630,964,2.0,4.0
1074,1489,1034,1404,2.0,4.0
1337,1565,1254,1484,2.0,4.0
2246,2754,2217,2618,25.0,19.0
1941,2402,1871,2269,25.0,19.0
1405,1650,1340,1521,25.0,19.0
1254,1481,1237,1403,25.0,19.0
363,426,352,407,25.0,19.0
1818,2251,1717,2086,25.0,19.0
1343,1734,1280,1599,25.0,19.0
211,245,203,232,25.0,19.0
1462,1813,1421,1728,24.0,53.0
856,1110,834,1058,24.0,53.0
202,278,194,256,24.0,53.0
1566,1892,1506,1804,24.0,53.0
519,631,482,582,24.0,53.0
1592,2204,1528,2059,24.0,53.0
779,932,776,903,24.0,53.0
891,1099,842,1025,24.0,53.0
928,1130,895,1072,24.0,53.0
1207,1441,1141,1353,24.0,53.0
501,657,467,608,24.0,53.0
537,642,526,610,24.0,53.0
279,374,267,352,24.0,53.0
115,390,84,338,27.0,43.0
305,342,267,314,1.0,1.0
183,205,173,195,1.0,1.0
380,487,348,456,28.0,88.0
301,333,278,315,18.0,30.0
149,166,128,147,18.0,17.0
84,159,80,157,18.0,17.0
304,426,264,386,18.0,17.0
687,872,616,791,18.0,17.0
271,322,253,307,18.0,17.0
49,88,42,78,18.0,17.0
346,396,309,366,3.0,18.0
604,672,541,617,3.0,18.0
1268,1398,1163,1313,3.0,18.0
320,348,278,316,3.0,18.0
1610,1800,1513,1716,3.0,18.0
363,387,326,356,3.0,18.0
518,570,489,539,3.0,18.0
581,850,547,809,3.0,18.0
670,951,623,875,3.0,18.0
476,535,446,507,3.0,18.0
1347,1709,1232,1569,3.0,18.0
442,491,415,468,3.0,18.0
108,118,97,108,5.0,13.0
508,601,461,567,21.0,31.0
164,179,153,170,21.0,31.0
138,161,122,150,21.0,31.0
82,88,75,81,21.0,31.0
21,22,19,21,31.0,81.0
11,12,8,10,31.0,81.0
15,15,14,15,31.0,81.0
891,1162,892,1123,28.0,83.0
66,114,66,107,28.0,84.0
214,756,205,685,28.0,84.0
594,1328,563,1211,28.0,84.0
331,403,314,382,28.0,83.0
249,311,239,294,28.0,83.0
663,933,677,910,28.0,84.0
888,1438,878,1354,28.0,84.0
332,638,311,602,28.0,83.0
867,1230,839,1155,28.0,83.0
179,219,161,203,28.0,83.0
79,88,72,82,28.0,83.0
21,23,18,20,28.0,83.0
1,1,1,1,28.0,83.0
1288,1576,1181,1503,22.0,56.0
267,371,251,350,22.0,13.0
53,60,48,54,21.0,31.0
144,156,120,135,21.0,31.0
913,1138,868,1090,5.0,12.0
742,949,713,907,5.0,12.0
181,417,169,401,1.0,7.0
364,553,337,524,1.0,7.0
136,168,118,156,17.0,30.0
89,539,75,404,19.0,74.0
36,88,27,62,19.0,74.0
400,1824,338,1411,19.0,74.0
361,1486,298,1189,19.0,74.0
156,325,128,258,19.0,74.0
1561,2075,1524,1989,24.0,53.0
1429,1834,1409,1750,24.0,53.0
383,725,369,681,24.0,53.0
736,956,681,891,24.0,53.0
64,70,61,63,28.0,53.0
119,144,110,132,28.0,53.0
164,197,154,189,28.0,53.0
170,210,167,198,28.0,53.0
48,50,45,47,28.0,53.0
68,127,63,110,31.0,82.0
115,433,113,403,31.0,82.0
685,930,651,838,31.0,82.0
610,703,594,653,31.0,82.0
463,640,434,565,31.0,82.0
329,472,310,425,31.0,82.0
175,202,172,190,31.0,82.0
1446,1784,1413,1643,31.0,82.0
1834,2107,1766,1980,31.0,82.0
1450,1722,1400,1608,31.0,82.0
745,936,710,863,31.0,82.0
200,563,179,478,31.0,82.0
1348,1615,1293,1507,31.0,82.0
1068,1349,963,1277,5.0,17.0
194,245,175,227,5.0,17.0
895,1144,807,1079,5.0,17.0
537,638,490,608,5.0,17.0
193,304,167,288,5.0,17.0
618,727,584,699,5.0,17.0
954,1299,898,1260,5.0,17.0
337,420,336,423,5.0,17.0
367,420,347,400,28.0,68.0
271,302,249,285,28.0,68.0
219,247,201,225,28.0,68.0
56,60,52,57,28.0,68.0
107,121,92,108,28.0,68.0
568,619,523,577,30.0,68.0
594,668,548,625,30.0,68.0
761,830,688,775,30.0,68.0
442,486,400,452,30.0,68.0
541,597,497,561,30.0,68.0
649,754,603,712,30.0,68.0
578,634,536,606,30.0,68.0
532,616,485,582,30.0,68.0
585,665,534,617,30.0,68.0
126,142,115,131,30.0,68.0
87,96,75,86,30.0,68.0
758,1226,754,1168,4.0,16.0
707,1135,686,1066,4.0,16.0
2535,2969,2476,2847,4.0,16.0
1390,1641,1333,1573,4.0,16.0
2452,2842,2446,2748,4.0,16.0
3382,3991,3351,3852,4.0,16.0
2377,2824,2339,2722,4.0,16.0
2190,2523,2135,2429,4.0,16.0
1188,1706,1153,1602,4.0,16.0
1632,1966,1598,1880,4.0,16.0
907,1191,902,1157,4.0,16.0
308,1068,301,1024,4.0,16.0
183,205,175,197,4.0,16.0
940,1242,899,1179,31.0,87.0
40,210,31,160,31.0,87.0
548,634,516,604,31.0,87.0
941,1070,908,1022,31.0,87.0
521,766,504,726,31.0,87.0
956,1115,923,1046,31.0,87.0
31,38,32,38,31.0,87.0
972,1274,869,1204,1.0,1.0
88,338,75,324,1.0,1.0
81,219,65,206,1.0,1.0
273,428,251,404,1.0,1.0
555,674,475,622,1.0,1.0
605,736,529,679,1.0,1.0
460,629,412,581,1.0,1.0
409,570,349,519,1.0,1.0
15,16,15,17,28.0,69.0
171,177,155,161,28.0,69.0
133,145,126,138,28.0,69.0
96,100,90,95,28.0,69.0
92,104,81,94,28.0,69.0
840,1061,843,1033,3.0,11.0
1318,1693,1316,1652,3.0,11.0
469,526,452,503,3.0,11.0
139,293,142,272,3.0,11.0
882,1724,918,1663,3.0,11.0
933,1074,923,1060,3.0,11.0
549,598,548,594,3.0,11.0
468,583,471,568,3.0,11.0
872,1087,802,1010,31.0,88.0
716,906,674,838,31.0,88.0
758,822,726,795,3.0,9.0
574,682,545,658,3.0,9.0
211,231,200,223,3.0,9.0
157,210,157,205,3.0,9.0
1193,1316,1139,1265,3.0,9.0
573,687,566,664,3.0,9.0
128,136,120,127,31.0,86.0
20,20,19,20,31.0,86.0
465,799,387,692,19.0,80.0
571,662,549,636,31.0,88.0
421,528,392,497,31.0,88.0
769,993,723,926,24.0,53.0
356,445,336,424,24.0,53.0
135,183,127,173,24.0,53.0
317,372,302,347,24.0,53.0
859,1043,832,994,2.0,8.0
898,1144,881,1094,2.0,8.0
446,621,426,572,2.0,8.0
239,288,228,277,2.0,8.0
162,184,141,169,2.0,8.0
303,380,296,365,2.0,8.0
965,1179,916,1109,2.0,8.0
441,513,421,502,2.0,8.0
812,884,764,845,2.0,8.0
186,230,171,217,2.0,8.0
130,183,118,174,2.0,8.0
115,367,108,346,2.0,8.0
25,353,21,344,2.0,8.0
86,336,84,310,2.0,8.0
113,179,108,165,2.0,8.0
343,394,313,362,2.0,8.0
268,327,238,303,2.0,8.0
150,170,140,161,2.0,8.0
884,1224,822,1171,2.0,8.0
683,794,667,761,2.0,8.0
377,416,361,389,2.0,8.0
202,238,206,239,2.0,8.0
705,1138,665,1050,2.0,8.0
547,673,514,627,2.0,8.0
154,174,136,160,2.0,8.0
546,677,491,625,2.0,8.0
250,293,229,273,2.0,8.0
388,415,297,364,3.0,11.0
484,580,409,515,3.0,11.0
153,192,124,168,3.0,11.0
101,111,86,97,3.0,11.0
257,458,220,422,3.0,11.0
16,57,12,51,3.0,11.0
149,165,133,156,3.0,11.0
86,197,72,186,3.0,11.0
279,309,255,295,3.0,11.0
83,112,72,104,3.0,11.0
25,121,19,117,3.0,11.0
236,271,209,254,3.0,11.0
107,216,89,197,3.0,11.0
171,200,158,190,3.0,11.0
146,161,128,147,3.0,11.0
114,162,106,155,3.0,11.0
226,248,194,232,3.0,11.0
393,439,316,397,3.0,11.0
433,489,345,443,3.0,11.0
177,184,155,170,3.0,11.0
399,513,373,491,28.0,71.0
654,881,591,809,28.0,71.0
371,661,359,605,28.0,71.0
183,197,166,185,28.0,71.0
101,121,90,110,28.0,71.0
99,112,91,107,28.0,71.0
333,741,317,684,20.0,34.0
438,1182,388,1063,20.0,34.0
94,324,81,285,20.0,34.0
807,1419,768,1229,20.0,32.0
135,766,111,695,20.0,34.0
606,1248,542,1101,20.0,34.0
633,1253,562,1106,20.0,34.0
1047,1750,984,1588,20.0,32.0
534,937,513,839,20.0,32.0
439,946,425,854,20.0,34.0
804,1248,736,1131,20.0,32.0
55,284,48,253,20.0,34.0
91,411,82,384,20.0,34.0
72,370,57,330,20.0,34.0
50,224,44,209,20.0,34.0
63,189,52,178,20.0,34.0
792,1544,743,1355,20.0,32.0
220,582,188,527,27.0,34.0
173,245,158,233,20.0,34.0
180,357,151,327,27.0,34.0
81,501,55,433,20.0,34.0
306,355,263,325,18.0,43.0
358,863,323,755,27.0,37.0
817,1346,869,1287,8.0,66.0
2456,3451,2348,3179,8.0,67.0
2143,3040,2250,2925,8.0,61.0
2042,2937,2121,2827,8.0,61.0
1394,2326,1443,2225,30.0,66.0
293,425,311,403,8.0,61.0
700,1944,724,1814,8.0,33.0
1257,2143,1376,2052,8.0,66.0
1408,2708,1432,2533,8.0,89.0
1669,3149,1783,2954,8.0,89.0
967,1581,984,1528,8.0,33.0
2180,4217,2331,4073,30.0,61.0
1835,3312,1963,3192,8.0,67.0
1316,2865,1415,2683,2.0,33.0
1408,2375,1447,2259,8.0,33.0
1788,2495,1754,2335,25.0,73.0
7,12,9,13,12.0,115.0
818,1146,857,1113,12.0,65.0
263,1088,152,905,21.0,31.0
126,565,66,457,21.0,31.0
548,1040,367,826,21.0,31.0
53,379,53,367,2.0,10.0
356,530,366,507,2.0,10.0
249,900,254,805,29.0,78.0
310,1230,277,1025,29.0,78.0
369,1150,361,1024,29.0,78.0
912,2619,950,2359,29.0,78.0
926,2847,927,2524,29.0,78.0
1358,3947,1323,3531,29.0,75.0
693,2404,733,2143,29.0,79.0
410,1306,340,1094,29.0,75.0
322,1822,254,1497,29.0,75.0
293,486,255,441,19.0,80.0
160,451,115,364,19.0,80.0
659,991,626,920,30.0,62.0
177,278,180,271,30.0,62.0
1939,2323,1822,2189,30.0,62.0
1528,2518,1489,2377,25.0,44.0
1183,2308,1174,2170,25.0,44.0
679,872,654,821,25.0,44.0
933,1144,872,1069,25.0,44.0
1474,2058,1453,1961,25.0,44.0
420,499,406,475,1.0,7.0
64,272,57,236,27.0,39.0
216,789,183,696,27.0,39.0
7,19,5,16,27.0,39.0
111,879,92,772,20.0,36.0
155,489,134,438,27.0,39.0
63,102,52,84,29.0,74.0
125,465,78,401,21.0,31.0
331,771,242,679,20.0,43.0
68,206,50,171,20.0,43.0
200,289,182,258,20.0,43.0
141,496,103,406,20.0,43.0
242,1006,161,855,20.0,43.0
48,334,39,286,20.0,43.0
244,829,149,668,20.0,43.0
91,384,65,325,20.0,43.0
41,226,32,198,20.0,43.0
2291,2786,2206,2659,10.0,58.0
584,678,569,654,10.0,58.0
611,710,574,662,10.0,58.0
947,1147,896,1072,10.0,58.0
833,1039,793,971,2.0,4.0
1027,1167,1006,1128,2.0,4.0
81,88,74,81,21.0,31.0
180,212,168,197,24.0,53.0
309,376,317,370,24.0,53.0
1815,2197,1832,2137,24.0,53.0
1498,1868,1458,1808,24.0,53.0
49,55,43,48,21.0,31.0
1239,1387,1197,1350,30.0,60.0
971,1125,940,1092,30.0,60.0
976,1084,926,1032,30.0,60.0
739,1195,656,1082,31.0,87.0
657,843,656,804,31.0,86.0
2069,2279,2008,2226,31.0,86.0
1873,2097,1789,2012,31.0,86.0
1660,1870,1627,1850,31.0,86.0
1362,1792,1269,1665,31.0,86.0
1669,2275,1607,2178,31.0,86.0
489,588,483,581,3.0,11.0
843,1049,827,1019,3.0,11.0
454,657,465,647,3.0,11.0
1123,1929,1170,1869,12.0,98.0
1309,2103,1437,2040,12.0,98.0
523,839,556,816,12.0,98.0
265,682,250,625,22.0,92.0
1032,1488,952,1399,9.0,97.0
38,1048,43,1018,10.0,95.0
335,1160,326,1059,9.0,92.0
554,849,518,787,9.0,97.0
1151,1891,1219,1810,9.0,99.0
228,785,210,737,22.0,92.0
159,815,157,787,23.0,92.0
6,7,6,7,22.0,94.0
597,912,612,866,9.0,99.0
133,196,142,189,9.0,99.0
310,598,305,553,9.0,99.0
0,0,0,0,22.0,92.0
13,36,13,37,22.0,92.0
893,1532,901,1483,22.0,92.0
5,14,5,13,23.0,92.0
44,229,45,223,22.0,92.0
537,651,519,641,1.0,5.0
787,898,768,860,1.0,5.0
388,429,352,391,19.0,80.0
2263,2830,2185,2699,18.0,30.0
845,952,795,913,18.0,30.0
824,982,769,921,18.0,30.0
1561,2191,1476,2065,18.0,30.0
1904,2394,1818,2299,18.0,30.0
1033,1132,967,1087,18.0,30.0
165,500,150,476,17.0,85.0
852,1318,779,1240,17.0,85.0
226,524,209,479,5.0,20.0
2427,3577,2436,3358,5.0,52.0
924,1926,942,1740,5.0,20.0
1264,2222,1254,2070,5.0,52.0
808,1715,805,1551,5.0,52.0
1491,1990,1481,1871,5.0,20.0
1899,2816,1953,2751,5.0,20.0
1676,2272,1595,2140,5.0,20.0
1197,2833,1245,2622,5.0,136.0
2011,3406,1966,3154,24.0,20.0
233,344,215,318,5.0,52.0
824,1045,776,982,5.0,20.0
493,1262,482,1165,5.0,136.0
427,1155,347,969,21.0,31.0
1253,1544,1125,1388,21.0,31.0
146,190,134,171,12.0,64.0
863,997,834,961,12.0,64.0
420,469,407,453,12.0,64.0
1212,1404,1194,1356,12.0,64.0
1309,1436,1248,1378,12.0,64.0
302,348,291,341,12.0,64.0
312,351,303,339,12.0,64.0
72,308,59,255,19.0,80.0
1318,1499,1200,1402,3.0,8.0
605,751,564,705,3.0,8.0
869,965,804,916,3.0,8.0
1077,1372,1031,1299,24.0,53.0
1363,2585,1526,2467,5.0,12.0
2468,3234,2538,3152,5.0,14.0
224,318,235,305,12.0,63.0
443,585,421,561,18.0,12.0
170,668,161,643,18.0,12.0
659,1645,664,1545,4.0,141.0
347,1985,402,1673,15.0,147.0
202,948,228,798,15.0,147.0
15,65,16,63,15.0,147.0
904,2086,917,1972,4.0,139.0
464,1797,624,1577,15.0,147.0
1059,1546,1007,1443,2.0,4.0
762,931,724,877,2.0,4.0
40,42,37,39,28.0,88.0
350,398,320,365,28.0,88.0
1701,1990,1657,1902,28.0,83.0
215,244,202,234,17.0,30.0
234,302,212,279,2.0,8.0
349,434,340,431,10.0,60.0
203,247,192,235,10.0,60.0
543,700,512,674,10.0,60.0
34,53,32,50,10.0,60.0
735,922,702,870,10.0,60.0
315,420,274,377,10.0,60.0
55,71,45,59,10.0,60.0
617,803,586,766,30.0,60.0
936,1058,909,1030,10.0,60.0
1059,1229,1057,1208,10.0,60.0
1391,1671,1419,1651,10.0,60.0
1700,2538,1767,2422,12.0,98.0
1885,2942,1933,2823,12.0,98.0
1101,1613,1209,1581,9.0,98.0
946,1114,912,1077,12.0,64.0
1665,2041,1605,1955,12.0,64.0
382,447,364,425,8.0,67.0
42,50,41,49,8.0,67.0
52,59,49,59,8.0,67.0
36,38,37,41,8.0,67.0
125,764,128,753,4.0,141.0
376,541,380,502,25.0,122.0
1356,2406,1394,2228,25.0,122.0
12,21,11,19,12.0,115.0
421,503,397,475,8.0,89.0
13,18,12,16,8.0,89.0
60,67,63,69,8.0,67.0
256,290,238,275,8.0,67.0
878,1574,971,1480,25.0,122.0
1383,2119,1442,1943,25.0,122.0
548,1953,582,1861,12.0,65.0
1,7,1,6,12.0,63.0
1522,2314,1589,2219,12.0,63.0
8,12,9,10,25.0,123.0
21,61,21,55,26.0,123.0
11,47,10,33,26.0,120.0
327,546,305,498,19.0,119.0
201,238,188,221,8.0,89.0
436,1223,463,1127,12.0,115.0
692,1469,739,1355,16.0,112.0
1745,2168,1779,2121,25.0,19.0
2043,2486,1976,2341,25.0,19.0
591,815,567,766,8.0,67.0
1,1,1,1,8.0,67.0
4,4,5,5,8.0,67.0
454,542,456,512,8.0,89.0
0,2,0,1,8.0,67.0
0,1,0,0,28.0,84.0
595,700,566,669,28.0,84.0
277,303,272,295,28.0,84.0
32,368,28,328,28.0,84.0
106,351,95,313,28.0,84.0
0,0,0,0,28.0,83.0
53,642,53,588,28.0,84.0
753,904,709,847,28.0,84.0
334,465,317,433,28.0,83.0
549,925,543,859,28.0,84.0
475,948,449,871,28.0,83.0
1828,2765,1845,2638,2.0,112.0
661,1563,699,1448,2.0,112.0
824,1288,915,1191,2.0,112.0
1615,2640,1650,2507,2.0,112.0
0,0,0,0,5.0,14.0
43,58,39,55,28.0,83.0
1489,1779,1485,1720,28.0,83.0
40,65,38,60,28.0,84.0
1810,2179,1804,2079,28.0,83.0
582,909,592,868,3.0,11.0
6,8,6,8,8.0,67.0
406,845,444,762,25.0,47.0
23,44,18,37,31.0,72.0
46,58,44,55,31.0,72.0
234,444,237,427,31.0,81.0
249,439,234,401,18.0,30.0
485,925,465,852,18.0,30.0
131,229,133,221,9.0,99.0
74,145,67,129,9.0,99.0
15,27,14,25,9.0,99.0
10,21,10,20,9.0,99.0
0,0,0,0,9.0,99.0
0,0,0,0,9.0,99.0
407,842,443,773,9.0,90.0
101,110,106,115,28.0,84.0
33,34,29,31,28.0,84.0
643,866,638,824,28.0,84.0
0,0,0,0,28.0,84.0
401,982,372,872,28.0,84.0
88,421,73,378,28.0,84.0
347,637,359,571,28.0,84.0
316,1078,325,961,28.0,84.0
287,321,264,295,28.0,83.0
620,773,588,725,28.0,83.0
1145,1419,1081,1347,28.0,83.0
863,1201,863,1125,28.0,84.0
213,266,204,248,28.0,83.0
1284,1650,1278,1575,28.0,83.0
5,7,5,7,28.0,83.0
1752,2175,1734,2070,28.0,83.0
207,255,192,242,28.0,84.0
947,1382,933,1309,28.0,84.0
898,1381,896,1316,28.0,84.0
1387,1713,1411,1658,28.0,83.0
1122,1585,1108,1499,28.0,84.0
697,952,676,898,28.0,84.0
1587,2036,1585,1950,28.0,83.0
1409,1705,1414,1657,28.0,83.0
158,207,150,196,28.0,84.0
646,846,621,784,27.0,32.0
1457,2076,1396,1908,27.0,32.0
1313,1845,1311,1762,11.0,29.0
1488,3451,1643,3340,11.0,29.0
0,1,0,2,30.0,69.0
1650,2061,1598,1959,30.0,69.0
211,301,219,296,3.0,9.0
393,912,373,835,20.0,41.0
266,384,268,382,3.0,9.0
19,24,17,21,30.0,69.0
219,269,203,255,30.0,69.0
107,183,98,175,28.0,88.0
404,460,371,435,28.0,88.0
184,200,183,192,3.0,9.0
250,361,238,348,11.0,23.0
10,21,9,19,11.0,23.0
804,1643,761,1533,11.0,23.0
0,0,0,0,11.0,23.0
155,329,154,293,11.0,23.0
331,400,311,380,10.0,60.0
317,362,297,340,10.0,60.0
139,146,129,138,10.0,60.0
2,6,2,4,9.0,90.0
62,155,53,135,9.0,90.0
55,155,58,149,10.0,99.0
0,0,0,0,9.0,95.0
3,15,4,14,9.0,95.0
628,929,665,905,8.0,61.0
458,614,488,599,8.0,66.0
1305,2004,1354,1941,8.0,66.0
208,316,221,306,30.0,61.0
1,2,1,2,19.0,117.0
0,0,0,0,19.0,117.0
166,1015,208,898,30.0,64.0
0,0,0,0,16.0,114.0
0,0,0,0,23.0,104.0
9,145,7,144,23.0,110.0
3,89,3,88,23.0,110.0
1,5,1,5,23.0,109.0
0,0,0,0,23.0,104.0
0,0,0,0,23.0,104.0
0,0,0,0,23.0,104.0
0,0,0,0,16.0,104.0
0,0,0,0,23.0,111.0
454,1065,503,999,16.0,115.0
84,221,71,188,27.0,39.0
66,210,54,183,27.0,39.0
86,484,64,400,27.0,39.0
26,134,20,98,27.0,39.0
191,450,161,384,27.0,39.0
16,72,14,60,27.0,39.0
18,18,17,17,31.0,82.0
0,0,0,0,31.0,82.0
0,0,0,0,27.0,37.0
3,4,3,4,21.0,31.0
87,166,84,157,8.0,61.0
1406,2035,1435,1937,8.0,61.0
125,199,144,190,8.0,61.0
11,17,11,16,8.0,61.0
0,0,0,0,28.0,84.0
0,0,0,0,28.0,84.0
0,0,0,0,28.0,84.0
0,0,0,0,28.0,84.0
0,0,0,0,28.0,84.0
0,0,0,0,28.0,84.0
0,0,0,0,28.0,84.0
534,1391,557,1343,11.0,25.0
627,2165,684,2076,11.0,29.0
98,454,63,360,21.0,42.0
123,653,110,538,21.0,42.0
176,810,141,656,21.0,80.0
11,49,7,37,21.0,80.0
155,699,107,591,21.0,42.0
33,180,30,157,21.0,42.0
64,364,55,289,21.0,42.0
49,366,43,303,21.0,42.0
39,39,37,37,9.0,93.0
9,13,10,12,9.0,99.0
6,17,7,18,9.0,99.0
